condition,midi,f0_hz,elevation,dry_centroid_hz,filtered_centroid_hz,centroid_shift_hz,n_harmonics_found,harmonic_attenuation_db,between_harmonic_attenuation_db,between_minus_harmonic_db,top_notch_1_hz,top_notch_2_hz,mean_notch_harmonic_dist_hz,min_notch_harmonic_dist_hz,mean_notch_misalignment_ratio,n_notches_on_harmonic,n_notches_between_harmonics
viola,89,1397.227676988355,-25.0,3833.488025146412,3203.6904841547403,-629.7975409916717,12,-47.29915300258904,-45.70103007664238,1.5981229259466545,2028.082191780822,1812.328767123288,313.10633829195206,7.880056720890025,0.4481822732954089,2,19
viola,89,1397.227676988355,-12.5,3833.488025146412,3338.42944234475,-495.05858280166194,12,-44.67852164137141,-45.69688916538004,-1.0183675240086316,2243.8356164383563,1812.328767123288,365.09788199646835,24.209051262841967,0.5226032779187657,1,15
viola,89,1397.227676988355,0.0,3833.488025146412,3364.1645891911057,-469.3234359553062,12,-50.26293964043422,-46.60594896739814,3.656990673036077,2200.6849315068494,1812.328767123288,392.8492715913955,18.941633668664508,0.5623267819002267,1,11
viola,89,1397.227676988355,12.5,3833.488025146412,3373.1653403231467,-460.32268482326526,12,-47.58195435848447,-46.43351564255034,1.1484387159341267,2200.6849315068494,1898.6301369863015,369.31520226883566,18.941633668664508,0.5286399752184608,1,13
viola,89,1397.227676988355,25.0,3833.488025146412,3311.343686840263,-522.1443383061487,12,-47.64201017775108,-45.04638359929698,2.5956265784541017,2243.8356164383563,2545.8904109589043,423.17228970462304,24.209051262841967,0.6057313302249308,1,13
viola,90,1480.7297171299356,-25.0,4041.5637580645766,3436.2622130216114,-605.3015450429652,12,-54.38955786812065,-46.78145876168107,7.608099106439575,2028.082191780822,1812.328767123288,389.0474502354452,8.68070419520609,0.5254807082409704,1,20
viola,90,1480.7297171299356,-12.5,4041.5637580645766,3511.0282182593537,-530.5355398052229,12,-45.9472761440582,-45.74227649179463,0.20499965226357375,2243.8356164383563,1812.328767123288,390.97143721907105,46.880016588185754,0.528079409356195,0,16
viola,90,1480.7297171299356,0.0,4041.5637580645766,3442.2280670467508,-599.3356910178259,12,-47.68592647791104,-48.57861795765562,-0.8926914797445775,2200.6849315068494,1812.328767123288,352.82392109910114,39.42135327482811,0.4765541165513603,0,12
viola,90,1480.7297171299356,12.5,4041.5637580645766,3426.1337014139726,-615.430056650604,12,-52.09972748135897,-46.12249275349828,5.97723472786069,2200.6849315068494,1898.6301369863015,346.7872097067636,22.83952268835492,0.4684004186516001,1,13
viola,90,1480.7297171299356,25.0,4041.5637580645766,3452.720984945582,-588.8427731189945,12,-47.91040481598853,-47.50562935869985,0.4047754572886788,2243.8356164383563,2545.8904109589043,402.7557791095892,48.18633615154113,0.5439963478145647,0,14
viola,91,1570.643071242601,-25.0,4212.780681469983,3550.3730640818917,-662.4076173880917,12,-49.43779306961332,-46.60383328900437,2.83395978060895,2028.082191780822,1812.328767123288,464.39158818493144,78.69521885701943,0.5913394286552094,0,21
viola,91,1570.643071242601,-12.5,4212.780681469983,3660.775929788042,-552.0047516819413,12,-46.58055944261179,-46.71367798407125,-0.13311854145946,2243.8356164383563,1812.328767123288,439.41060941513274,70.87837114725971,0.5595295550726196,0,16
viola,91,1570.643071242601,0.0,4212.780681469983,3524.9518561532805,-687.8288253167029,12,-52.20392200992137,-46.45411859765082,5.749803412270552,2200.6849315068494,1812.328767123288,442.4402524347172,109.49907694777357,0.5633873927635059,0,12
viola,91,1570.643071242601,12.5,4212.780681469983,3444.6287722780658,-768.1519091919176,12,-48.448384131853835,-45.36310147844917,3.0852826534046685,2200.6849315068494,1898.6301369863015,418.86354211258555,15.465138056506476,0.5333656637611564,1,13
viola,91,1570.643071242601,25.0,4212.780681469983,3464.8534790631898,-747.9272024067936,12,-50.788759446849156,-43.792242682706274,6.996516764142882,2243.8356164383563,2545.8904109589043,356.2309369648971,9.312794306506476,0.45361157284839787,1,13
viola,106,1861.4924577655574,-25.0,8177.010735973674,5898.662529438972,-2278.3482065347016,11,-52.80459747763913,-48.94920340609611,3.8553940715430173,2028.082191780822,1812.328767123288,444.15366812928073,0.18962703339093423,0.47720168435430627,3,18
viola,106,1861.4924577655574,-12.5,8177.010735973674,6130.029133162555,-2046.981602811119,11,-51.23805799791256,-49.08526185303435,2.1527961448782094,2243.8356164383563,1812.328767123288,418.22768956014556,28.76010006421211,0.4493466388385641,1,15
viola,106,1861.4924577655574,0.0,8177.010735973674,6164.127100409831,-2012.8836355638432,11,-50.3184120558264,-48.8185599413842,1.4998521144421986,2200.6849315068494,1812.328767123288,418.30494501819334,7.332245291096115,0.44942964262160445,2,10
viola,106,1861.4924577655574,12.5,8177.010735973674,6203.221169391063,-1973.7895665826109,11,-51.088101369550124,-49.74859288614093,1.3395084834091904,2200.6849315068494,1898.6301369863015,518.8150484267978,50.482930222603045,0.5574183728356951,0,14
viola,106,1861.4924577655574,25.0,8177.010735973674,6052.978298203443,-2124.032437770231,11,-48.59888291286967,-63.302604210331246,-14.703721297461577,2243.8356164383563,2545.8904109589043,387.8399574593322,7.332245291096115,0.4166978553594312,2,12
viola,107,1976.8316707344977,-25.0,8659.907254297974,6643.661844918215,-2016.2454093797587,11,-49.83187949373169,-49.724369868958966,0.10750962477272452,2028.082191780822,1812.328767123288,472.2174657534247,79.32730896832209,0.4777518215073626,0,21
viola,107,1976.8316707344977,-12.5,8659.907254297974,6659.308707639693,-2000.5985466582806,11,-49.501399251297634,-50.54216582147952,-1.0407665701818871,2243.8356164383563,1812.328767123288,430.5271096425514,70.87837114725971,0.43557285733143664,0,16
viola,107,1976.8316707344977,0.0,8659.907254297974,6476.320406083205,-2183.586848214769,11,-48.4784949131083,-49.96748944146289,-1.4889945283545885,2200.6849315068494,1812.328767123288,429.51225385273983,36.176624036815156,0.4345461075025709,0,12
viola,107,1976.8316707344977,12.5,8659.907254297974,6696.726278281021,-1963.1809760169526,11,-52.841680693901424,-49.29907273364158,3.5426079602598435,2200.6849315068494,1898.6301369863015,461.78246066994876,50.12474582619848,0.46719451889231634,0,14
viola,107,1976.8316707344977,25.0,8659.907254297974,6386.388098885518,-2273.519155412456,11,-48.5236089449967,-47.17646041661695,1.3471485283797549,2243.8356164383563,2545.8904109589043,479.6525511023116,6.974060894691547,0.4852740455378229,1,13
viola,108,1392.355612867005,-25.0,9253.352107885372,7986.110211438634,-1267.2418964467379,12,-47.31262212266889,-45.70436740491793,1.6082547177509596,2028.082191780822,1812.328767123288,317.48280982448637,2.8865448416099753,0.456036959079378,2,19
viola,108,1392.355612867005,-12.5,9253.352107885372,7836.401182960567,-1416.950924924805,12,-46.88874140064244,-47.90194596907672,-1.0132045684342827,2243.8356164383563,1812.328767123288,372.4999205706871,56.50885595034197,0.5350643429427789,0,16
viola,108,1392.355612867005,0.0,9253.352107885372,7428.50113256744,-1824.8509753179314,12,-46.845097621451124,-45.042380054028214,1.80271756742291,2200.6849315068494,1812.328767123288,392.38398303724307,13.358171018835492,0.5636261015665153,1,11
viola,108,1392.355612867005,12.5,9253.352107885372,7193.89397785642,-2059.458130028952,12,-48.24986533939736,-44.34023487094476,3.9096304684525975,2200.6849315068494,1898.6301369863015,378.9139421018836,13.358171018835492,0.544277537434076,1,13
viola,108,1392.355612867005,25.0,9253.352107885372,6616.766122744344,-2636.585985141028,12,-49.13966468205974,-50.40533648457267,-1.2656718025129337,2243.8356164383563,2545.8904109589043,420.86516079837304,56.50885595034197,0.6045368825450675,0,14
harmoniccomplex,55,196.38478727374562,-25.0,290.3495337601256,309.15637349960053,18.806839739474924,12,-56.86669354387755,-55.11176105512706,1.754932488750491,2028.082191780822,1812.328767123288,2635.6230513341898,9.311108732877074,26.841417687413127,1,20
harmoniccomplex,55,196.38478727374562,-12.5,290.3495337601256,307.54309962888516,17.19356586875955,12,-77.02073419219852,-54.98855042406894,22.032183768129578,2243.8356164383563,1812.328767123288,2040.4636840820317,9.311108732877074,20.780262182302124,1,15
harmoniccomplex,55,196.38478727374562,0.0,290.3495337601256,301.44900100517475,11.09946724504914,12,-95.2075047860099,-83.89185838535523,11.315646400654671,2200.6849315068494,1812.328767123288,1699.87755623038,4.006702161815156,17.311703007431817,3,9
harmoniccomplex,55,196.38478727374562,12.5,290.3495337601256,298.5513057905662,8.201772030440566,12,-77.89743396784696,-67.52105667493721,10.376377292909751,2200.6849315068494,1898.6301369863015,1872.8715686536818,9.311108732877074,19.073489292661346,2,12
harmoniccomplex,55,196.38478727374562,25.0,290.3495337601256,298.25778732284806,7.90825356272245,12,-72.17193799657709,-59.789148899652325,12.38278909692476,2243.8356164383563,2545.8904109589043,2175.946362639127,39.14398276969155,22.160029733932713,0,14
harmoniccomplex,56,208.021505034846,-25.0,306.6418980054774,337.9455480033262,31.303649997848822,12,-51.442819483703154,-54.347516596073234,-2.90469711237008,2028.082191780822,1812.328767123288,2540.848730914669,18.37546821489741,24.42871212271104,1,20
harmoniccomplex,56,208.021505034846,-12.5,306.6418980054774,331.6877816845767,25.04588367909929,12,-61.75357612177253,-54.514641959386175,7.238934162386357,2243.8356164383563,1812.328767123288,1953.6935433165672,18.37546821489741,18.783572813679058,1,15
harmoniccomplex,56,208.021505034846,0.0,306.6418980054774,322.9762144312372,16.334316425759823,12,-77.06276551746215,-80.88236555804393,-3.8196000405817756,2200.6849315068494,1812.328767123288,1638.6968286244294,37.26400631421211,15.755071364856525,0,12
harmoniccomplex,56,208.021505034846,12.5,306.6418980054774,322.76606812608856,16.124170120611154,12,-55.57725636755804,-72.97965139774129,-17.40239503018325,2200.6849315068494,1898.6301369863015,1796.4339215004281,18.37546821489741,17.271617385899646,1,13
harmoniccomplex,56,208.021505034846,25.0,306.6418980054774,313.99072902283933,7.348831017361931,12,-85.73771049906891,-65.71229205757218,20.025418441496726,2243.8356164383563,2545.8904109589043,2084.179165774829,37.26400631421211,20.038112554042957,0,14
harmoniccomplex,57,220.3041294060623,-25.0,325.35427500736967,363.64824144926985,38.29396644190018,12,-50.220468299232486,-51.05654326660237,-0.836074967369882,2028.082191780822,1812.328767123288,2409.5881314212324,22.135421125856283,21.87510636244049,3,18
harmoniccomplex,57,220.3041294060623,-12.5,325.35427500736967,351.60674776695186,26.25247275958219,12,-62.51981979978955,-73.67029626677301,-11.150476466983456,2243.8356164383563,1812.328767123288,1832.7254546701097,22.135421125856283,16.638139826167752,2,14
harmoniccomplex,57,220.3041294060623,0.0,325.35427500736967,350.6628729127569,25.308597905387217,12,-85.80908781382455,-67.08047635280457,18.72861146101998,2200.6849315068494,1812.328767123288,1515.9011743275544,6.937633775684844,13.761895234686783,3,9
harmoniccomplex,57,220.3041294060623,12.5,325.35427500736967,339.36640237818153,14.012127370811868,12,-54.40796140328246,-91.40094638238699,-36.992984979104534,2200.6849315068494,1898.6301369863015,1682.2359736194353,21.015263805650648,15.271942275024315,2,12
harmoniccomplex,57,220.3041294060623,25.0,325.35427500736967,328.8016596176993,3.447384610329607,12,-63.45200387111157,-62.78251893815643,0.6694849329551431,2243.8356164383563,2545.8904109589043,1957.6510528146407,22.135421125856283,17.772259268062275,1,13
harmoniccomplex,72,523.2511306011974,-25.0,769.2359281428139,1123.2062317970451,353.9703036542312,12,-44.71000284708713,-39.9195691507711,4.790433696316029,2028.082191780822,1812.328767123288,706.1580648901257,1.455680115582254,2.6991172062209383,2,19
harmoniccomplex,72,523.2511306011974,-12.5,769.2359281428139,1145.8283294149226,376.59240127210865,12,-43.25378557295705,-37.7510645023003,5.502721070656747,2243.8356164383563,1812.328767123288,429.30122354585853,38.27057470034197,1.6408993633806634,0,16
harmoniccomplex,72,523.2511306011974,0.0,769.2359281428139,1150.162182502384,380.92625435957007,12,-58.485084923954254,-39.91216167498762,18.57292324896663,2200.6849315068494,1812.328767123288,568.5762922731166,4.880110231164508,2.1732443907759635,2,10
harmoniccomplex,72,523.2511306011974,12.5,769.2359281428139,1142.7856389574265,373.5497108146126,12,-47.73154713678668,-43.42521448021988,4.306332656566802,2200.6849315068494,1898.6301369863015,588.9675727739728,4.880110231164508,2.251185093846886,1,13
harmoniccomplex,72,523.2511306011974,25.0,769.2359281428139,1138.123780823005,368.88785268019114,12,-54.0776428936907,-46.54231393820155,7.535328955489149,2243.8356164383563,2545.8904109589043,554.2256795804797,7.6334947559935244,2.1183926690944506,1,13
harmoniccomplex,73,554.3652619537442,-25.0,809.8208143191622,1191.1851869177872,381.364372598625,12,-40.4760527167711,-40.61586511974439,-0.13981240297329123,2028.082191780822,1812.328767123288,596.9919779180938,12.06449325770609,2.1537856676449056,2,19
harmoniccomplex,73,554.3652619537442,-12.5,809.8208143191622,1249.2263741381382,439.40555981897603,12,-49.196814752838314,-37.6201404755336,11.576674277304711,2243.8356164383563,1812.328767123288,344.13289861809733,4.475385273972279,1.2415384665528033,3,13
harmoniccomplex,73,554.3652619537442,0.0,809.8208143191622,1237.2395136444304,427.4186993252682,12,-49.75312784914592,-38.565804154048415,11.187323695097504,2200.6849315068494,1812.328767123288,494.2225648366155,21.015263805650648,1.7830214075637845,1,11
harmoniccomplex,73,554.3652619537442,12.5,809.8208143191622,1226.0082151041254,416.1874007849632,12,-56.1603568357682,-42.321238509333085,13.839118326435113,2200.6849315068494,1898.6301369863015,524.6521363976884,21.015263805650648,1.8928030755342138,1,13
harmoniccomplex,73,554.3652619537442,25.0,809.8208143191622,1206.4816003254803,396.66078600631806,12,-44.731690624595764,-53.9731699666343,-9.241479342038538,2243.8356164383563,2545.8904109589043,489.68681105522273,17.344084439211656,1.766657634100031,2,12
harmoniccomplex,74,587.329535834815,-25.0,857.5575961032617,1271.0258947200905,413.46829861682875,12,-40.970172980566765,-41.007018588272004,-0.03684560770523859,2028.082191780822,1812.328767123288,499.1489547659818,15.755244006849352,1.699723662139703,2,19
harmoniccomplex,74,587.329535834815,-12.5,857.5575961032617,1321.304246985959,463.7466508826973,12,-44.88880862784081,-38.27790481292676,6.610903814914053,2243.8356164383563,1812.328767123288,272.67028892203575,20.255444670377074,0.9285086898770356,2,14
harmoniccomplex,74,587.329535834815,0.0,857.5575961032617,1310.9973788481957,453.43978274493395,12,-41.24849703501972,-39.01897596862417,2.2295210663955487,2200.6849315068494,1812.328767123288,431.6750477133278,20.255444670377074,1.4699585884089963,1,11
harmoniccomplex,74,587.329535834815,12.5,857.5575961032617,1284.3633484477225,426.80575234446076,12,-49.13680242721341,-44.37242311375823,4.76437931345518,2200.6849315068494,1898.6301369863015,452.7498394691782,20.255444670377074,1.5417233830260257,1,13
harmoniccomplex,74,587.329535834815,25.0,857.5575961032617,1251.7159497935604,394.15835369029867,12,-53.810768366503716,-40.409654984506986,13.40111338199673,2243.8356164383563,2545.8904109589043,433.5694162029112,27.395440924658033,1.476409374122985,1,13
harmoniccomplex,89,1396.9129257320162,-25.0,2037.2118268803113,2447.651620321881,410.4397934415699,12,-47.2246315767162,-45.65743469763952,1.5671968790766755,2028.082191780822,1812.328767123288,314.76210669948637,7.924630779109975,0.4506538681135669,2,19
harmoniccomplex,89,1396.9129257320162,-12.5,2037.2118268803113,2545.3108834021814,508.0990565218701,12,-44.701008372422734,-45.837898048244604,-1.1368896758218696,2243.8356164383563,1812.328767123288,368.6034361956871,49.21491063784197,0.527740032189236,0,16
harmoniccomplex,89,1396.9129257320162,0.0,2037.2118268803113,2381.191658096466,343.97983121615493,12,-50.31772795470628,-46.76354446883112,3.554183485875157,2200.6849315068494,1812.328767123288,392.05073108411807,6.064225706335492,0.5613101917267663,1,11
harmoniccomplex,89,1396.9129257320162,12.5,2037.2118268803113,2399.7568172033784,362.54499032306717,12,-47.41698639184276,-46.19141088736489,1.2255755044778738,2200.6849315068494,1898.6301369863015,367.5643327268836,6.064225706335492,0.5262523181740495,1,13
harmoniccomplex,89,1396.9129257320162,25.0,2037.2118268803113,2342.7716658565073,305.55983897619603,12,-47.533374614299454,-45.08794586767205,2.4454287466274067,2243.8356164383563,2545.8904109589043,421.64592251712304,49.21491063784197,0.6036824697518929,0,14
harmoniccomplex,90,1479.9776908465376,-25.0,2167.037373238573,2463.110987657111,296.073614418538,12,-53.93266809946937,-46.450873253040655,7.481794846428713,2028.082191780822,1812.328767123288,391.2746637771118,1.12015732020609,0.5287575160045895,1,20
harmoniccomplex,90,1479.9776908465376,-12.5,2167.037373238573,2595.0763593152747,428.0389860767018,12,-45.63263723331526,-45.67822066864978,-0.04558343533452103,2243.8356164383563,1812.328767123288,399.6150529417273,66.69739940068575,0.54002848206874,0,16
harmoniccomplex,90,1479.9776908465376,0.0,2167.037373238573,2392.3157648261727,225.2783915875998,12,-47.860860800360136,-48.196016856524494,-0.33515605616435806,2200.6849315068494,1812.328767123288,357.720161333476,19.603970462328107,0.4834129102701033,1,11
harmoniccomplex,90,1479.9776908465376,12.5,2167.037373238573,2316.127012925473,149.08963968690023,12,-52.972114932112824,-46.247268366546514,6.72484656556631,2200.6849315068494,1898.6301369863015,349.5279323630136,8.121749250854919,0.47234216370259735,1,13
harmoniccomplex,90,1479.9776908465376,25.0,2167.037373238573,2284.4322795047265,117.39490626615361,12,-48.34628622029161,-46.85609210682684,1.4901941134647672,2243.8356164383563,2545.8904109589043,404.0487478595892,63.87481271404113,0.5460200520029136,0,14
harmoniccomplex,91,1567.981743926997,-25.0,2291.935784257886,2639.6742523356884,347.7384680778023,12,-49.489765786222456,-47.420292984641556,2.0694728015809005,2028.082191780822,1812.328767123288,469.53546839326475,91.58096104451943,0.5989042540984146,0,21
harmoniccomplex,91,1567.981743926997,-12.5,2291.935784257886,2637.884340841828,345.9485565839418,12,-47.722399494920076,-48.11659341329161,-0.39419391837153483,2243.8356164383563,1812.328767123288,439.3666030674765,25.870558647259713,0.5604231104975579,1,15
harmoniccomplex,91,1567.981743926997,0.0,2291.935784257886,2493.182362370932,201.24657811304587,12,-50.712617283037694,-45.729433374195466,4.9831839088422285,2200.6849315068494,1812.328767123288,442.6464698826339,132.09185038527357,0.5646066627970164,0,12
harmoniccomplex,91,1567.981743926997,12.5,2291.935784257886,2420.109529561443,128.1737453035571,12,-49.03645982920693,-45.054073672014965,3.982386157191968,2200.6849315068494,1898.6301369863015,426.45338586258555,34.175098994006476,0.5439519784133923,0,14
harmoniccomplex,91,1567.981743926997,25.0,2291.935784257886,2343.004392369865,51.06860811197885,12,-50.01667305036377,-43.47227274521952,6.544400305144251,2243.8356164383563,2545.8904109589043,359.8998822773971,14.255177119006476,0.45906131709930625,1,13
harmoniccomplex,106,1864.6550460723593,-25.0,5441.812633347391,4396.3474332444275,-1045.4652001029635,12,-57.33543893207866,-48.92397451800646,8.4114644140722,2028.082191780822,1812.328767123288,441.3830042451483,4.855294841609066,0.47342054518326193,2,19
harmoniccomplex,106,1864.6550460723593,-12.5,5441.812633347391,4215.449773959833,-1226.3628593875583,12,-52.43243203862641,-47.27520962446404,5.157222414162369,2243.8356164383563,1812.328767123288,407.6025064546768,1.0313837756857538,0.4371881086673224,2,14
harmoniccomplex,106,1864.6550460723593,0.0,5441.812633347391,4246.948057011274,-1194.8645763361174,12,-50.07500389825078,-47.67492983708931,2.400074061161469,2200.6849315068494,1812.328767123288,419.23064488798497,22.091034353596115,0.44966026908948864,1,11
harmoniccomplex,106,1864.6550460723593,12.5,5441.812633347391,4395.669349955472,-1046.1432833919189,12,-48.91714038002766,-51.06652299824445,-2.1493826182167908,2200.6849315068494,1898.6301369863015,516.5323335830478,27.148691673801522,0.5540245469756485,1,13
harmoniccomplex,106,1864.6550460723593,25.0,5441.812633347391,4593.745252014818,-848.067381332573,12,-50.582411308916,-53.385589478984464,-2.8031781700684633,2243.8356164383563,2545.8904109589043,384.9127113655822,17.23573951198705,0.41285138736663185,2,12
harmoniccomplex,107,1975.533205024497,-25.0,5767.18795182612,4937.309910501811,-829.8780413243094,11,-50.68430125244041,-48.72121981738955,1.96308143505086,2028.082191780822,1812.328767123288,472.3405126284247,79.99039490582209,0.4781904059391071,0,21
harmoniccomplex,107,1975.533205024497,-12.5,5767.18795182612,4738.905499953508,-1028.282451872612,11,-49.99475715005286,-50.92396886810852,-0.9292117180556545,2243.8356164383563,1812.328767123288,430.6994536935466,79.99039490582209,0.43603362636286935,0,16
harmoniccomplex,107,1975.533205024497,0.0,5767.18795182612,4596.690292332548,-1170.4976594935724,11,-49.223559393991955,-49.65448885182475,-0.43092945783279646,2200.6849315068494,1812.328767123288,433.3329732537815,36.839709974315156,0.43869976181788156,0,12
harmoniccomplex,107,1975.533205024497,12.5,5767.18795182612,4874.644504912788,-892.5434469133324,11,-52.99283752509198,-49.89066743233454,3.10217009275744,2200.6849315068494,1898.6301369863015,460.46996066994876,49.46165988869848,0.46617283829885187,0,14
harmoniccomplex,107,1975.533205024497,25.0,5767.18795182612,4766.616164291911,-1000.5717875342089,11,-48.925179683252765,-47.2606900968492,1.6644895864035618,2243.8356164383563,2545.8904109589043,476.6058633882704,6.310974957191547,0.4825085826713405,1,13
harmoniccomplex,108,1396.9129257320162,-25.0,6060.078887919263,5903.1096070916565,-156.96928082760678,12,-47.2246315767162,-45.65743469763952,1.5671968790766755,2028.082191780822,1812.328767123288,315.8044244078197,7.924630779109975,0.45214618404698426,2,19
harmoniccomplex,108,1396.9129257320162,-12.5,6060.078887919263,5531.04120621925,-529.0376817000133,12,-44.701008372422734,-45.837898048244604,-1.1368896758218696,2243.8356164383563,1812.328767123288,369.9714781878746,38.27057470034197,0.5296986968518465,0,16
harmoniccomplex,108,1396.9129257320162,0.0,6060.078887919263,5076.609528642988,-983.4693592762751,12,-50.31772795470628,-46.76354446883112,3.554183485875157,2200.6849315068494,1812.328767123288,394.6881387788955,4.880110231164508,0.5650862433992718,1,11
harmoniccomplex,108,1396.9129257320162,12.5,6060.078887919263,5204.218696178839,-855.8601917404239,12,-47.41698639184276,-46.19141088736489,1.2255755044778738,2200.6849315068494,1898.6301369863015,370.60670617508566,4.880110231164508,0.530608170843403,1,13
harmoniccomplex,108,1396.9129257320162,25.0,6060.078887919263,4884.637685042068,-1175.4412028771949,12,-47.533374614299454,-45.08794586767205,2.4454287466274067,2243.8356164383563,2545.8904109589043,425.55461392337304,38.27057470034197,0.6092786545022084,0,14
